id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C02274,Naciri,Amine,amine.naciri627@menara.ma,1925-01-01,Homme,FES,0610192600,2021-06-04,email
C02275,Moussaoui,Mohammed,mohammed.moussaoui102@menara.ma,2011-01-02,m,Mrakech,0654464700,2023-02-05,email
C02276,Naciri,Rachid,rachid.naciri307@yahoo.fr,1923-01-02,1,tanger ,0627393802,2021-08-28,email
C02277,Alami,Karim,karim.alami670@outlook.com,1938-01-02,male,Beni Mellal,0636191515,2020-09-07,social_media
C02278,Fassi,Sanaa,sanaa.fassi715@yahoo.fr,1941-01-01,Femme,kénitra,0635918320,22/07/2022,direct
C02279,Lahlou,Leila,leila.lahlou944@hotmail.com,1920-01-02,female,oujda,0655615554,Mar 08 2024,social_media
C02280,Drissi,Fatima,fatima.drissi90@gmail.com,1970-01-02,F,NADOR,0634370847,06/08/2022,referral
C02281,Benali,Amine,amine.benali227@gmail.com,1936-01-02,m,TANGER,0658149856,Dec 28 2022,referral
C02282,Ziani,Nabil,nabil.ziani483@gmail.com,1972-01-02,1,tetouan,0659388927,2023-12-09,direct
C02283,Lahlou,Rim,rim.lahlou611@yahoo.fr,1966-01-02,female,MEKNES,0669715793,12/10/2022,influencer
C02284,Filali,Ahmed,ahmed.filali193@menara.ma,1983-01-02,m,EL JADIDA,0672778448,Apr 23 2022,paid_search
C02285,Filali,Sanaa,invalide_sans_arobase,1966-01-02,F,meknes,0624633723,14/12/2021,social_media
C02286,Gharbi,Ahmed,ahmed.gharbi207@menara.ma,1963-01-02,m,errachidia,0646546762,28/07/2022,direct
C02287,Filali,Youssef,youssef.filali520@outlook.com,1982-01-02,m,Marrakesh,0624203908,2024-02-25,social_media
C02288,Bensaid,Khadija,khadija.bensaid130@menara.ma,1969-01-01,f,errachidia,0638352645,02/12/2022,direct
C02289,El Mansouri,Yasmine,yasmine.el mansouri526@hotmail.com,1940-01-02,F,Oujda ,0697504741,02/08/2020,influencer
C02290,Hajji,Soukaina,soukaina.hajji993@outlook.com,2005-01-01,f,nador,0673117761,30/04/2021,email
C02291,Idrissi,Soukaina,soukaina.idrissi321@menara.ma,1979-01-02,Femme,casablanca,0670652921,05/04/2022,influencer
C02292,Naciri,Nabil,nabil.naciri139@menara.ma,1975-01-02,1,EL JADIDA,0657601184,2023-03-09,paid_search
C02293,Idrissi,Ayoub,ayoub.idrissi256@hotmail.com,1985-01-01,h,Agdir,0695473930,Dec 26 2023,direct
C02294,Bensaid,Rachid,rachid.bensaid721@outlook.com,1971-01-02,male,el jadida,0676690005,06/11/2021,influencer
C02295,Rachidi,Amine,amine.rachidi539@hotmail.com,1972-01-02,m,safi,0617622114,25/06/2022,organic
C02296,Moussaoui,Zineb,zineb.moussaoui97@yahoo.fr,1931-01-02,female,kénitra,0639247654,05/03/2022,social_media
C02297,Senhaji,Omar,ayoub.hajji379@hotmail.com,1936-01-02,h,Rbat,0654698618,28/10/2023,direct
C02298,Chaoui,Omar,omar.chaoui784@yahoo.fr,1961-01-01,Homme,RABAT,0641929442,04/10/2021,direct
C02299,Drissi,Soukaina,soukaina.drissi292@outlook.com,1923-01-02,0,rabat,0642972877,02/07/2021,organic
C02300,Bensaid,Houda,houda.bensaid338@gmail.com,1971-01-02,Femme,BENI MELLAL,0615623943,2020-10-31,paid_search
C02301,Idrissi,Rachid,rachid.idrissi76@yahoo.fr,1965-01-01,h,EL JADIDA,0662563413,15/08/2020,organic
C02302,Filali,Ayoub,ayoub.filali612@gmail.com,1925-01-01,m,agadir,0668733605,14/02/2024,social_media
C02303,El Mansouri,Hicham,hicham.el mansouri929@outlook.com,1931-01-02,m,OUJDA,0648021653,08/05/2022,email
C02304,Alami,Samir,samir.alami960@hotmail.com,1968-01-02,h,TNG,0664746059,10/03/2021,paid_search
C02305,Rachidi,Rachid,rachid.rachidi499@outlook.com,1984-01-02,1,MEKNES,0635727682,26/03/2023,organic
C02306,Naciri,Rim,rim.naciri37@gmail.com,1980-01-02,F,Oujda ,0698676236,Oct 18 2020,paid_search
C02307,Filali,Youssef,youssef.filali189@yahoo.fr,1968-01-02,m,casablanca ,0691267783,17/03/2020,paid_search
C02308,Chaoui,Ayoub,ayoub.chaoui980@hotmail.com,2004-01-02,1,safi,0643937141,25/09/2021,paid_search
C02309,Rachidi,Khadija,khadija.rachidi916@yahoo.fr,2002-01-02,0,nador,0641032607,19/04/2023,influencer
C02310,Bensaid,Nabil,nabil.bensaid162@outlook.com,1933-01-01,1,TANGER,0640109240,20/02/2020,social_media
C02311,Naciri,Ayoub,ayoub.naciri44@gmail.com,1993-01-01,h,NADOR,0669655946,2024-03-13,paid_search
C02312,Jamai,Karim,karim.jamai636@outlook.com,1943-01-02,male,errachidia,0618340223,2022-03-30,social_media
C02313,Fassi,Ahmed,ahmed.fassi432@outlook.com,1978-01-02,male,Agdir,0687791234,2021-10-25,email
C02314,Alami,Houda,houda.alami865@outlook.com,2009-01-01,Femme,meknes,0694238694,Jun 10 2021,email
C02315,Ouali,Karim,karim.ouali223@menara.ma,1951-01-02,male,ERRACHIDIA,0611891665,2022-06-23,direct
C02316,Karimi,Houda,houda.karimi491@menara.ma,1956-01-02,0,ERRACHIDIA,0630555871,2023-01-22,paid_search
C02317,Bensaid,Adil,adil.bensaid140@outlook.com,1960-01-02,m,marrakech,0668726543,2020-02-24,social_media
C02318,Chraibi,Aisha,aisha.chraibi529@menara.ma,1920-01-02,F,kenitra,0637013300,01/06/2020,direct
C02319,Jamai,Houda,houda.jamai484@outlook.com,1993-01-01,F,kenitra,0626537057,22/12/2020,email
C02320,Filali,Mehdi,mehdi.filali370@yahoo.fr,1977-01-01,m,el jadida,0621373720,27/03/2023,referral
C02321,Alami,Meryem,leila.tazi117@menara.ma,1923-01-02,female,meknes,0659260465,2020-12-15,paid_search
C02322,Benali,Nabil,nabil.benali483@hotmail.com,1957-01-01,h,Agdir,0669409407,2023-05-07,direct
C02323,Jamai,Samir,samir.jamai423@gmail.com,2003-01-02,m,errachidia,0616877537,17/10/2023,influencer
C02324,Tazi,Rachid,hassan.benali658yahoo.fr,1992-01-02,Homme,TETOUAN,0631940882,06/11/2023,direct
C02325,Filali,Nabil,invalide_sans_arobase,1989-01-01,h,Agdir,0690939475,2022-08-27,paid_search
C02326,Hajji,Rim,rim.hajji889@outlook.com,1954-01-02,Femme,safi,0656512970,2020-11-05,direct
C02327,Chraibi,Rim,rim.chraibi170@gmail.com,1997-01-01,0,MEKNES,0615281383,30/05/2024,email
C02328,Gharbi,Ayoub,ayoub.gharbi245@menara.ma,1982-01-02,male,EL JADIDA,0686964296,28/04/2024,referral
C02329,Tazi,Houda,invalide_sans_arobase,1971-01-02,female,el jadida,0671445558,08/09/2021,organic
C02330,Jamai,Meryem,meryem.jamai631@menara.ma,1977-01-01,F,tanger ,0617826513,Mar 09 2021,influencer
C02331,Moussaoui,Meryem,meryem.moussaoui176@hotmail.com,1955-01-02,Femme,agadir,0685824617,18/06/2023,paid_search
C02332,Idrissi,Youssef,youssef.idrissi383@yahoo.fr,1936-01-02,m,errachidia,0622150619,Nov 17 2023,direct
C02333,Chaoui,Soukaina,soukaina.chaoui986@outlook.com,1946-01-02,F,NADOR,0690054740,Mar 31 2021,organic
C02334,Ziani,Karim,karim.ziani422@gmail.com,1927-01-02,male,NADOR,0681386830,Jan 18 2020,organic
C02335,Filali,Youssef,youssef.filali880@menara.ma,1948-01-02,1,AGADIR,0649796456,Jan 24 2023,influencer
C02336,Tazi,Yasmine,yasmine.tazi886@gmail.com,2003-01-02,female,NADOR,0691718494,01/02/2024,paid_search
C02337,Alami,Houda,houda.alami302@yahoo.fr,1998-01-02,F,ERRACHIDIA,0673678218,2021-01-04,paid_search
C02338,Fassi,Rachid,rachid.fassi512@hotmail.com,1967-01-02,1,safi,0666884597,Jul 02 2022,influencer
C02339,Senhaji,Khadija,khadija.senhaji531@outlook.com,1944-01-02,female,AGADIR,0647417309,05/11/2021,paid_search
C02340,Hajji,Aisha,aisha.hajji285@gmail.com,1994-01-02,0,oujda,0654062774,18/05/2023,direct
C02341,Filali,Sanaa,sanaa.filali66@outlook.com,1980-01-02,F,tanger,0630560975,Jul 24 2021,referral
C02342,Jamai,Soukaina,soukaina.jamai491@outlook.com,1926-01-02,female,casablanca,0658337355,18/04/2022,paid_search
C02343,El Mansouri,Nabil,nabil.el mansouri719@yahoo.fr,1952-01-02,m,Agdir,0643866245,2022-11-27,email
C02344,Moussaoui,Ahmed,ahmed.moussaoui36@yahoo.fr,1973-01-01,1,TNG,0669054810,2023-10-14,direct
C02345,Tazi,Aisha,aisha.tazi424@yahoo.fr,1966-01-02,0,safi,0624111630,23/09/2020,social_media
C02346,Tazi,Rachid,rachid.tazi868@yahoo.fr,2005-01-01,male,Casa,0650105286,11/12/2021,referral
C02347,Moussaoui,Meryem,meryem.moussaoui386@yahoo.fr,1974-01-02,F,errachidia,0632179123,Jul 11 2023,direct
C02348,El Mansouri,Karim,karim.el mansouri78@yahoo.fr,1942-01-02,male,tetouan,0652426064,2023-06-10,referral
C02349,Tazi,Sara,sara.tazi514@yahoo.fr,1975-01-02,f,agadir,0615966785,2021-05-11,social_media
C02350,Bensaid,Hicham,hicham.bensaid554@outlook.com,1990-01-02,1,errachidia,0637915295,Jun 04 2022,referral
C02351,El Mansouri,Nadia,nadia.el mansouri807@menara.ma,1942-01-02,0,Oujda ,0699040345,2024-05-11,paid_search
C02352,Ouali,Mehdi,mehdi.ouali757@menara.ma,1992-01-02,m,ERRACHIDIA,0670241722,2023-02-23,email
C02353,Alami,Aisha,aisha.alami417@yahoo.fr,1983-01-02,Femme,SAFI,0674469963,2021-05-12,paid_search
C02354,Chraibi,Omar,omar.chraibi133@menara.ma,2007-01-02,m,agadir,0655587975,2022-12-22,referral
C02355,Benali,Leila,leila.benali965@yahoo.fr,1930-01-02,0,KENITRA,0670151314,2020-02-16,social_media
C02356,El Mansouri,Fatima,fatima.el mansouri340@hotmail.com,1945-01-01,0,TETOUAN,0671492303,2023-08-22,organic
C02357,Rachidi,Amine,amine.rachidi995@outlook.com,1965-01-01,h,NADOR,0663650974,13/08/2023,referral
C02358,Karimi,Imane,sanaa.benali821@outlook.com,1978-01-02,female,beni mellal,0637813818,18/01/2021,referral
C02359,Fassi,Nabil,nabil.fassi291@outlook.com,1952-01-02,male,Tnja,0631700441,04/05/2021,email
C02360,Ziani,Khadija,khadija.ziani694@hotmail.com,2007-01-02,female,tanger ,0689811209,2021-10-23,organic
C02361,Benali,Nabil,nabil.benali231@yahoo.fr,1996-01-02,1,meknes,0660455290,21/10/2020,social_media
C02362,Tazi,Houda,houda.tazi640@gmail.com,2002-01-02,F,nador,0625699176,Jan 19 2022,social_media
C02363,Gharbi,Nadia,nadia.gharbi334@menara.ma,1928-01-02,female,Rbat,0671848509,May 25 2020,paid_search
C02364,Naciri,Khadija,khadija.naciri676@outlook.com,1937-01-01,Femme,MEKNES,0686282104,03/12/2021,email
C02365,Karimi,Fatima,fatima.karimi332@yahoo.fr,1939-01-02,female,Casa,0678980674,Jan 16 2022,influencer
C02366,Chaoui,Yasmine,yasmine.chaoui573@yahoo.fr,1923-01-02,0,Beni Mellal,0659254308,Oct 20 2020,organic
C02367,Filali,Yasmine,yasmine.filali793@outlook.com,2002-01-02,Femme,casablanca,0691907495,12/07/2023,organic
C02368,Lahlou,Imane,imane.lahlou504@hotmail.com,2004-01-02,f,Eljadida,0628187342,27/08/2022,influencer
C02369,Gharbi,Zineb,zineb.gharbi27@outlook.com,1973-01-01,0,SAFI,0642476984,18/12/2020,organic
C02370,Jamai,Nabil,fatima.lahlou905@yahoo.fr,1956-01-02,1,nador,0687292569,2021-05-28,influencer
C02371,Tazi,Hicham,hicham.tazi923@gmail.com,1990-01-02,Homme,TETOUAN,0688248208,2023-03-09,organic
C02372,Rachidi,Yasmine,yasmine.rachidi623@hotmail.com,1928-01-02,0,AGADIR,0664577800,2020-01-17,referral
C02373,Drissi,Adil,adil.drissi209@hotmail.com,1982-01-02,Homme,BENI MELLAL,0673483848,2020-05-20,referral
C02374,Fassi,Hajar,hajar.fassi914@menara.ma,1988-01-02,0,MARRAKECH,0625565838,2024-04-21,organic
C02375,Chaoui,Tariq,tariq.chaoui905@yahoo.fr,2006-01-02,m,TETOUAN,0685226816,2020-03-11,referral
C02376,Tazi,Mehdi,mehdi.tazi661@outlook.com,1925-01-01,male,EL JADIDA,0631177314,2021-01-20,referral
C02377,Ziani,Samir,samir.ziani890@outlook.com,1926-01-02,1,AGADIR,0685375049,Jan 29 2024,social_media
C02378,El Mansouri,Rachid,rachid.el mansouri240@menara.ma,1949-01-01,m,errachidia,0674995354,2020-06-23,direct
C02379,Tazi,Nabil,nabil.tazi924@outlook.com,1947-01-02,male,TANGER,0614049682,2020-08-17,social_media
C02380,Hajji,Mohammed,mohammed.hajji279@hotmail.com,1948-01-02,m,ERRACHIDIA,0662457729,2021-12-07,direct
C02381,Lahlou,Zineb,zineb.lahlou770@yahoo.fr,1953-01-01,0,casablanca ,0638047152,2020-08-28,influencer
C02382,Rachidi,Samir,samir.rachidi983@outlook.com,1926-01-02,m,Eljadida,0668987671,Mar 04 2020,influencer
C02383,Gharbi,Imane,imane.gharbi62@menara.ma,2010-01-02,F,TETOUAN,0664035208,May 08 2023,paid_search
C02384,Bensaid,Rim,rim.bensaid252@yahoo.fr,1923-01-02,f,Tnja,0624508258,29/02/2024,referral
C02385,Alami,Adil,adil.alami594@menara.ma,1928-01-02,m,oujda,0643507076,2021-01-08,social_media
C02386,Moussaoui,Adil,adil.moussaoui346@outlook.com,1922-01-02,h,kenitra,0693624519,2023-08-26,paid_search
C02387,Alami,Khadija,khadija.alami861@outlook.com,1970-01-02,0,NADOR,0683874729,22/11/2021,email
C02388,Drissi,Imane,imane.drissi217@outlook.com,1958-01-02,0,ERRACHIDIA,0679710035,04/12/2020,social_media
C02389,Tazi,Zineb,zineb.tazi575@yahoo.fr,1961-01-01,0,rabat,0681388944,2020-02-04,direct
C02390,Idrissi,Amine,amine.idrissi450@hotmail.com,1976-01-02,h,BENI MELLAL,0645668220,2020-07-20,paid_search
C02391,Benali,Youssef,youssef.benali410@yahoo.fr,1990-01-02,h,MEKNES,0615008521,2020-09-06,referral
C02392,Senhaji,Fatima,fatima.senhaji106@gmail.com,2001-01-01,female,Rbat,0625131684,2023-12-18,social_media
C02393,Chaoui,Yasmine,yasmine.chaoui75@menara.ma,1972-01-02,f,safi,0660338642,2020-06-04,referral
C02394,Alami,Amine,amine.alami802@hotmail.com,1977-01-01,male,ERRACHIDIA,0633548492,2024-02-27,social_media
C02395,Idrissi,Meryem,meryem.idrissi948@yahoo.fr,1977-01-01,0,Mrakech,0694809946,2023-11-05,email
C02396,Naciri,Rim,ayoub.el mansouri536@hotmail.com,2000-01-02,F,Oujda ,0628477327,07/11/2020,social_media
C02397,Moussaoui,Mehdi,mehdi.moussaoui820@outlook.com,1995-01-02,m,beni mellal,0662422607,2022-12-22,email
C02398,Karimi,Tariq,mohammed.chraibi392@menara.ma,1920-01-02,h,casablanca ,0658413856,08/03/2020,organic
C02399,Idrissi,Amine,amine.idrissi877@gmail.com,1931-01-02,Homme,MARRAKECH,0673600573,2022-08-07,direct
C02400,Rachidi,Sara,sara.rachidi951@outlook.com,1969-01-01,Femme,el jadida,0689714295,2021-12-28,referral
C02401,Ziani,Houda,houda.ziani338@hotmail.com,1922-01-02,Femme,SAFI,0627506100,2022-08-30,referral
C02402,Drissi,Mohammed,mohammed.drissi425@gmail.com,1977-01-01,Homme,Tétouan,0648193828,28/11/2023,referral
C02403,Karimi,Omar,omar.karimi691@gmail.com,1941-01-01,1,OUJDA,0679039857,26/05/2023,organic
C02404,Chaoui,Mohammed,mohammed.chaoui456@gmail.com,1998-01-02,1,Mrakech,0670192839,Apr 09 2022,direct
C02405,Idrissi,Mohammed,mohammed.idrissi895@outlook.com,1922-01-02,Homme,nador,0652061050,2024-01-01,social_media
C02406,Gharbi,Samir,samir.gharbi495@yahoo.fr,1920-01-02,Homme,NADOR,0687011219,2023-02-10,social_media
C02407,El Mansouri,Ayoub,ayoub.el mansouri425@hotmail.com,1920-01-02,male,safi,0655855668,26/11/2022,direct
C02408,Senhaji,Hicham,hicham.senhaji887@menara.ma,1945-01-01,h,casablanca,0675450100,30/01/2024,organic
C02409,Chaoui,Aisha,aisha.chaoui308@menara.ma,1928-01-02,f,Tétouan,0642362235,03/05/2020,paid_search
C02410,Jamai,Soukaina,soukaina.jamai177@hotmail.com,1926-01-02,F,SAFI,0634793325,08/05/2021,direct
C02411,Tazi,Nadia,nadia.tazi691@menara.ma,1940-01-02,f,nador,0655719517,2021-05-11,organic
C02412,Chraibi,Ahmed,ahmed.chraibi745@outlook.com,1991-01-02,1,Meknès,0688591987,03/05/2020,direct
C02413,Alami,Houda,houda.alami152@outlook.com,1985-01-01,0,SAFI,0671656163,09/05/2020,paid_search
C02414,Alami,Ahmed,ahmed.alami850@gmail.com,1951-01-02,m,safi,0669997737,Apr 05 2020,paid_search
C02415,Chraibi,Mehdi,mehdi.chraibi525@menara.ma,1956-01-02,h,rabat,0676935788,21/03/2024,referral
C02416,Senhaji,Hassan,hassan.senhaji278@outlook.com,1956-01-02,male,KENITRA,0664944172,2023-11-02,paid_search
C02417,Rachidi,Fatima,fatima.rachidi818@hotmail.com,1968-01-02,Femme,meknes,0667320432,2022-08-22,direct
C02418,Bensaid,Aisha,aisha.bensaid523@yahoo.fr,1936-01-02,female,Meknès,0656979557,Jan 08 2020,influencer
C02419,Jamai,Omar,omar.jamai342@yahoo.fr,1956-01-02,1,tetouan,0617831280,2021-03-19,direct
C02420,Idrissi,Rim,rim.idrissi354@yahoo.fr,1955-01-02,0,tanger ,0614430199,03/08/2022,influencer
C02421,Benali,Soukaina,soukaina.benali751@menara.ma,1946-01-02,0,nador,0646475405,2022-08-10,paid_search
C02422,El Mansouri,Aisha,aisha.el mansouri351@outlook.com,1938-01-02,f,TANGER,0638177866,29/03/2022,influencer
C02423,Gharbi,Khadija,khadija.gharbi199@yahoo.fr,1978-01-02,0,KENITRA,0663720221,22/11/2020,influencer
C02424,El Mansouri,Rachid,rachid.el mansouri917@yahoo.fr,1968-01-02,h,casablanca,0641283148,14/04/2021,influencer
C02425,Tazi,Mohammed,mohammed.tazi710@outlook.com,1979-01-02,m,BENI MELLAL,0611495259,2021-07-01,social_media
C02426,Drissi,Samir,samir.drissi648@outlook.com,1943-01-02,Homme,Oujda ,0621071555,2020-09-18,paid_search
C02427,Ouali,Hassan,hassan.ouali225@menara.ma,1921-01-01,Homme,MEKNES,0686687558,2023-09-11,organic
C02428,Lahlou,Nadia,nadia.lahlou865@hotmail.com,1923-01-02,f,AGADIR,0699347103,27/11/2023,social_media
C02429,Filali,Khadija,khadija.filali162@menara.ma,1920-01-02,female,Fez,0680114635,2022-12-20,social_media
C02430,El Mansouri,Hajar,hajar.el mansouri539@outlook.com,2007-01-02,F,Meknès,0691495501,Aug 17 2022,direct
C02431,Gharbi,Samir,yasmine.filali127@yahoo.fr,1946-01-02,Homme,SAFI,0656364889,13/01/2022,direct
C02432,Karimi,Youssef,youssef.karimi12@menara.ma,1928-01-02,h,nador,0664126308,16/08/2023,email
C02433,Rachidi,Houda,houda.rachidi96@hotmail.com,1943-01-02,0,Rbat,0688326118,03/01/2022,organic
C02434,Senhaji,Omar,omar.senhaji343@yahoo.fr,1963-01-02,1,Casa,0657307677,05/03/2023,social_media
C02435,Gharbi,Nadia,nadia.gharbi587@menara.ma,1933-01-01,F,marrakech,0636986166,13/02/2023,email
C02436,Lahlou,Houda,houda.lahlou446@hotmail.com,1946-01-02,0,tanger,0630081256,Feb 21 2024,organic
C02437,Ouali,Nabil,nabil.ouali963@yahoo.fr,1924-01-02,1,BENI MELLAL,0698155778,2022-08-02,direct
C02438,Gharbi,Youssef,youssef.gharbi292@outlook.com,1935-01-02,m,NADOR,0610682953,15/07/2020,organic
C02439,Tazi,Hassan,hassan.tazi532@menara.ma,2009-01-01,male,safi,0665478943,2021-09-25,influencer
C02440,Tazi,Soukaina,soukaina.tazi908@outlook.com,1951-01-02,Femme,TETOUAN,0694570714,2021-07-26,paid_search
C02441,Bensaid,Adil,adil.bensaid687@gmail.com,1958-01-02,Homme,nador,0611943334,2021-08-07,paid_search
C02442,Idrissi,Nabil,nabil.idrissi429@menara.ma,1979-01-02,male,beni mellal,0682418770,21/06/2022,organic
C02443,Senhaji,Sara,nadia.chraibi377@hotmail.com,1967-01-02,F,Fez,0682789000,12/09/2021,paid_search
C02444,Senhaji,Tariq,tariq.senhaji945@outlook.com,1976-01-02,1,agadir,0691366836,05/04/2022,referral
C02445,Benali,Mehdi,mehdi.benali405@yahoo.fr,1981-01-01,m,SAFI,0647637172,Mar 16 2022,direct
C02446,Hajji,Hassan,hassan.hajji306@yahoo.fr,1935-01-02,Homme,CASA,0623706710,2023-11-05,organic
C02447,Ouali,Mehdi,mehdi.ouali66@gmail.com,1969-01-01,Homme,TETOUAN,0661239068,2022-05-24,email
C02448,Rachidi,Omar,omar.rachidi413@hotmail.com,1937-01-01,m,oujda,0634999755,2020-12-29,email
C02449,Hajji,Adil,adil.hajji745@outlook.com,1971-01-02,Homme,EL JADIDA,0677472385,Dec 27 2023,organic
C02450,Jamai,Mohammed,mohammed.jamai126@hotmail.com,1984-01-02,Homme,SAFI,0698786055,2022-04-01,influencer
C02451,Karimi,Mehdi,mehdi.karimi324@gmail.com,1936-01-02,Homme,fes,0624217417,2020-03-04,influencer
C02452,Lahlou,Soukaina,soukaina.lahlou877@menara.ma,1964-01-02,f,Oujda ,0697788541,04/07/2020,referral
C02453,Moussaoui,Omar,omar.moussaoui641@hotmail.com,1996-01-02,h,nador,0687361531,23/04/2022,organic
C02454,Filali,Soukaina,soukaina.filali505@gmail.com,1929-01-01,F,Rbat,0637381418,2023-12-19,influencer
C02455,Rachidi,Fatima,fatima.rachidi941@gmail.com,1936-01-02,0,safi,0619962414,2024-04-10,referral
C02456,El Mansouri,Sara,sara.el mansouri44@outlook.com,1978-01-02,f,safi,0674156138,2023-10-16,paid_search
C02457,Senhaji,Sanaa,sanaa.senhaji570@hotmail.com,1979-01-02,f,OUJDA,0624256177,19/05/2020,social_media
C02458,El Mansouri,Soukaina,soukaina.el mansouri739@gmail.com,1962-01-02,Femme,casablanca ,0652681357,01/10/2022,social_media
C02459,Tazi,Ahmed,ahmed.tazi442@gmail.com,2001-01-01,m,safi,0692487685,May 31 2023,social_media
C02460,Karimi,Youssef,youssef.karimi366@outlook.com,1948-01-02,h,Tnja,0630219017,2021-03-28,email
C02461,Naciri,Khadija,khadija.naciri569@outlook.com,1998-01-02,F,BENI MELLAL,0694995505,08/08/2020,paid_search
C02462,Lahlou,Hassan,hassan.lahlou32@hotmail.com,2005-01-01,1,tanger ,0626434846,09/04/2022,influencer
C02463,Tazi,Nabil,nabil.tazi788@gmail.com,1959-01-02,m,beni mellal,0692031834,Oct 20 2022,email
C02464,Tazi,Adil,adil.tazi861@yahoo.fr,1978-01-02,Homme,ERRACHIDIA,0614004669,2022-04-07,direct
C02465,Senhaji,Imane,imane.senhaji36@menara.ma,1953-01-01,Femme,OUJDA,0689741572,2023-02-15,referral
C02466,Chraibi,Khadija,khadija.chraibi42@menara.ma,1976-01-02,Femme,Rbat,0693035510,2023-09-09,referral
C02467,Chraibi,Zineb,zineb.chraibi454@menara.ma,1925-01-01,Femme,MEKNES,0662416641,2023-05-23,referral
C02468,Benali,Leila,leila.benali99@menara.ma,1948-01-02,F,NADOR,0626570894,Aug 19 2022,direct
C02469,Senhaji,Yasmine,yasmine.senhaji328@outlook.com,1924-01-02,0,TETOUAN,0662087817,2020-06-22,paid_search
C02470,Tazi,Sara,sara.gharbi704@hotmail.com,1945-01-01,Femme,EL JADIDA,0683603879,May 02 2023,influencer
C02471,Chraibi,Zineb,zineb.chraibi48@gmail.com,1948-01-02,Femme,TNG,0618443031,Jan 15 2022,paid_search
C02472,Chaoui,Omar,omar.chaoui735@yahoo.fr,1986-01-02,Homme,Agdir,0662382269,2020-03-10,email
C02473,Moussaoui,Khadija,khadija.moussaoui900@gmail.com,2004-01-02,0,TANGER,0640556252,2021-11-07,organic
C02474,Drissi,Nabil,nabil.drissi528@hotmail.com,1969-01-01,h,Fès,0699104686,2020-11-01,social_media
C02475,Bensaid,Mohammed,mohammed.bensaid88@yahoo.fr,1978-01-02,1,EL JADIDA,0695989974,2020-06-02,organic
C02476,Hajji,Meryem,meryem.hajji272@yahoo.fr,1950-01-02,F,Rbat,0650766875,02/04/2020,organic
C02477,Senhaji,Amine,amine.senhaji151@yahoo.fr,1939-01-02,h,kenitra,0697663449,Feb 01 2020,influencer
C02478,Jamai,Sara,sara.jamai167@menara.ma,1933-01-01,0,NADOR,0658536068,29/10/2022,email
C02479,El Mansouri,Imane,imane.el mansouri428@yahoo.fr,1945-01-01,0,Fez,0694082879,2020-11-01,email
C02480,Chraibi,Youssef,youssef.chraibi330@yahoo.fr,1952-01-02,h,el jadida,0684294692,2020-02-21,social_media
C02481,Lahlou,Sanaa,sanaa.lahlou236@outlook.com,1951-01-02,f,Marrakesh,0663245529,26/08/2022,paid_search
C02482,El Mansouri,Mehdi,mehdi.el mansouri554@outlook.com,1921-01-01,h,CASA,0617464593,05/07/2023,social_media
C02483,Gharbi,Samir,samir.gharbi734@menara.ma,1998-01-02,Homme,oujda,0622788504,06/09/2023,paid_search
C02484,Chaoui,Hajar,hajar.chaoui264@hotmail.com,1996-01-02,female,Casa,0648407192,2021-12-29,influencer
C02485,Jamai,Yasmine,yasmine.jamai361@menara.ma,1984-01-02,F,Eljadida,0674266790,Jul 17 2020,direct
C02486,Hajji,Leila,leila.hajji839@yahoo.fr,1954-01-02,F,Oujda ,0672733792,2020-02-28,influencer
C02487,Gharbi,Nabil,nabil.gharbi811@hotmail.com,1935-01-02,male,Beni Mellal,0682845036,2023-12-06,referral
C02488,Chaoui,Rim,rim.chaoui752@outlook.com,1951-01-02,female,TNG,0625516055,20/01/2022,social_media
C02489,Idrissi,Khadija,khadija.idrissi223@menara.ma,1946-01-02,female,ERRACHIDIA,0688298796,Apr 02 2020,social_media
C02490,Fassi,Ahmed,ahmed.fassi172@yahoo.fr,1978-01-02,h,ERRACHIDIA,0611849530,16/08/2021,direct
C02491,Senhaji,Hassan,hassan.senhaji224@menara.ma,1951-01-02,male,Tnja,0612415757,28/03/2021,paid_search
C02492,Alami,Houda,houda.alami4@menara.ma,1991-01-02,0,CASA,0696572962,2023-01-08,referral
C02493,Senhaji,Hicham,hicham.senhaji426@outlook.com,1978-01-02,male,OUJDA,0638923078,2023-05-11,influencer
C02494,Jamai,Ayoub,ayoub.jamai740@hotmail.com,1956-01-02,h,nador,0663995297,01/04/2022,paid_search
C02495,Idrissi,Ayoub,ayoub.idrissi557@hotmail.com,1986-01-02,Homme,Fès,0679934297,2024-01-28,referral
C02496,Senhaji,Ahmed,ahmed.senhaji674@hotmail.com,1967-01-02,m,MARRAKECH,0625884898,Feb 29 2020,direct
C02497,Tazi,Rachid,rachid.tazi699@gmail.com,1972-01-02,h,EL JADIDA,0643879275,Jul 05 2023,organic
C02498,Naciri,Nabil,nabil.naciri745@hotmail.com,1941-01-01,Homme,ERRACHIDIA,0632403611,30/05/2020,paid_search
C02499,Drissi,Ayoub,ayoub.drissi214@menara.ma,1968-01-02,h,RABAT,0663653415,02/08/2022,paid_search
C02500,Lahlou,Zineb,zineb.lahlou582@yahoo.fr,2002-01-02,Femme,casablanca ,0644472300,2023-05-04,email
C02501,Tazi,Adil,adil.tazi25@outlook.com,1989-01-01,male,safi,0635768275,14/02/2021,organic
